,sickroom,date
1701,D15102,2019-09-23
1704,D15102,2019-09-27
1705,D15102,2019-09-21
1710,D15102,2019-09-24
1720,D15102,2019-09-26
1734,D15102,2019-09-25
1757,D15122,2019-11-14
1758,D15122,2019-11-16
1760,D15122,2019-11-17
1762,D15122,2019-11-18
1769,D15122,2019-11-19
1770,D15122,2019-11-20
1771,D15122,2019-11-15
1773,D15122,2019-11-13
1793,D15122,2019-11-12
1836,D15173,2019-08-28
1837,D15173,2019-08-27
1838,D15173,2019-08-26
1843,D15181,2019-08-19
1844,D15181,2019-08-20
1845,D15181,2019-08-16
1846,D15181,2019-08-18
1847,D15181,2019-08-24
1861,D15181,2019-08-22
1862,D15181,2019-08-23
1865,D15181,2019-08-21
1889,D15182,2019-07-17
1890,D15182,2019-07-22
1891,D15182,2019-07-28
1893,D15182,2019-07-27
1894,D15182,2019-07-26
1897,D15182,2019-07-19
1899,D15182,2019-07-29
1900,D15182,2019-07-16
1901,D15182,2019-07-30
1903,D15182,2019-07-24
1904,D15182,2019-07-25
1905,D15182,2019-07-23
1907,D15182,2019-07-20
1908,D15182,2019-07-21
1909,D15182,2019-07-18
2050,D15202,2019-07-07
2051,D15202,2019-07-06
2053,D15202,2019-07-10
2054,D15202,2019-07-05
2057,D15202,2019-07-08
2058,D15202,2019-07-04
2064,D15202,2019-07-09
2106,D15202,2019-07-11
2114,D15171,2019-07-19
2117,D15171,2019-07-18
2118,D15171,2019-07-20
2124,D15171,2019-07-17
2128,D15171,2019-07-22
2129,D15171,2019-07-21
2168,D15222,2019-09-17
2169,D15222,2019-09-20
2170,D15222,2019-09-18
2175,D15222,2019-09-23
2179,D15222,2019-09-19
2181,D15222,2019-09-21
2185,D15222,2019-09-22
2214,D1505 ,2019-07-20
2215,D1505 ,2019-07-21
2217,D1505 ,2019-07-23
2219,D1505 ,2019-07-22
2237,D1508 ,2019-11-09
2239,D1508 ,2019-11-30
2240,D1508 ,2019-12-03
2242,D1508 ,2019-11-10
2243,D1508 ,2019-11-28
2247,D1508 ,2019-11-18
2248,D1508 ,2019-12-04
2249,D1508 ,2019-12-01
2250,D1508 ,2019-11-29
2251,D1508 ,2019-11-08
2253,D1508 ,2019-11-14
2256,D1508 ,2019-12-02
2262,D1508 ,2019-11-13
2263,D1508 ,2019-11-16
2265,D1508 ,2019-11-11
2270,D1508 ,2019-11-27
2275,D1508 ,2019-11-15
2280,D1508 ,2019-11-12
2286,D1508 ,2019-11-17
2303,D1508 ,2019-12-05
2327,D1508 ,2019-11-26
2375,D15112,2019-09-15
2376,D15112,2019-09-21
2377,D15112,2019-09-17
2378,D15112,2019-09-16
2379,D15112,2019-09-20
2383,D15112,2019-09-19
2387,D15112,2019-09-18
2395,D15112,2019-09-14
2439,D15181,2019-11-27
2440,D15181,2019-11-26
2543,D15232,2019-11-21
2544,D15232,2019-11-20
2552,D1502 ,2019-11-02
2553,D1502 ,2019-11-01
2555,D1502 ,2019-10-29
2557,D1502 ,2019-10-31
2558,D1502 ,2019-10-30
2571,D1505 ,2019-08-07
2572,D1505 ,2019-08-09
2573,D1505 ,2019-08-12
2574,D1505 ,2019-08-13
2576,D1505 ,2019-08-08
2577,D1505 ,2019-08-10
2581,D1505 ,2019-08-14
2583,D1505 ,2019-08-11
2620,D15131,2019-12-24
2621,D15131,2019-12-23
2623,D15131,2019-12-22
2625,D15131,2019-12-19
2626,D15131,2019-12-20
2627,D15131,2019-12-21
2630,D15131,2019-12-25
2645,D15131,2019-12-26
2809,D15193,2019-07-06
2811,D15193,2019-07-08
2812,D15193,2019-07-09
2813,D15193,2019-07-10
2815,D15193,2019-07-05
2816,D15193,2019-07-07
2820,D15193,2019-07-04
2858,D15212,2019-11-16
2859,D15212,2019-11-17
2860,D15212,2019-11-12
2861,D15212,2019-11-14
2867,D15212,2019-11-18
2869,D15212,2019-11-13
2872,D15212,2019-11-15
2908,D15253,2019-12-11
2909,D15253,2019-12-07
2911,D15253,2019-12-10
2912,D15253,2019-12-13
2914,D15253,2019-12-09
2916,D15253,2019-12-12
2920,D15253,2019-12-06
2932,D15253,2019-12-08
2947,D15253,2019-12-14
3021,D1505 ,2019-08-17
3022,D1505 ,2019-08-16
3024,D1505 ,2019-08-19
3025,D1505 ,2019-08-20
3026,D1505 ,2019-08-15
3027,D1505 ,2019-08-18
3028,D1505 ,2019-08-24
3029,D1505 ,2019-08-21
3030,D1505 ,2019-08-22
3032,D1505 ,2019-08-26
3042,D1505 ,2019-08-25
3043,D1505 ,2019-08-23
3103,D15183,2019-12-06
3104,D15183,2019-12-04
3105,D15183,2019-12-05
3107,D15183,2019-12-03
3109,D15183,2019-12-07
3112,D15183,2019-12-02
3238,D1503 ,2019-12-14
3239,D1503 ,2019-12-17
3240,D1503 ,2019-12-18
3241,D1503 ,2019-12-19
3243,D1503 ,2019-12-15
3244,D1503 ,2019-12-16
3245,D1503 ,2019-12-13
3316,D15122,2019-10-18
3317,D15122,2019-10-20
3319,D15122,2019-10-17
3322,D15122,2019-10-19
3324,D15122,2019-10-21
3326,D15122,2019-10-22
3327,D15122,2019-10-23
3398,D15172,2019-11-27
3399,D15172,2019-11-30
3400,D15172,2019-11-29
3403,D15172,2019-12-07
3404,D15172,2019-12-10
3407,D15172,2019-11-28
3409,D15172,2019-12-01
3414,D15172,2019-12-02
3415,D15172,2019-12-04
3416,D15172,2019-12-06
3418,D15172,2019-12-08
3419,D15172,2019-12-09
3427,D15172,2019-12-11
3429,D15172,2019-12-03
3453,D15172,2019-12-05
3512,D15172,2019-12-12
3714,D15193,2019-11-14
3715,D15193,2019-11-12
3716,D15193,2019-11-13
3721,D15193,2019-11-15
3722,D15193,2019-11-11
3729,D15193,2019-11-16
3766,D15133,2019-09-20
3767,D15133,2019-09-21
3769,D15133,2019-09-22
3772,D15133,2019-09-23
3830,D15173,2019-12-09
3832,D15173,2019-12-10
3833,D15173,2019-12-08
3869,D15203,2019-11-25
3870,D15203,2019-11-28
3871,D15203,2019-11-29
3872,D15203,2019-11-27
3875,D15203,2019-11-26
3891,D15203,2019-11-24
3930,D1505 ,2019-10-24
3931,D1505 ,2019-10-22
3932,D1505 ,2019-10-21
3936,D1505 ,2019-10-23
3958,D1505 ,2019-10-25
3980,D15112,2019-12-16
3981,D15112,2019-12-18
3982,D15112,2019-12-17
3994,D15112,2019-12-15
4001,D15202,2019-08-23
4002,D15202,2019-08-19
4003,D15202,2019-08-20
4005,D15202,2019-08-22
4006,D15202,2019-08-21
4022,D15202,2019-08-29
4023,D15202,2019-08-25
4032,D15202,2019-08-27
4038,D15202,2019-08-28
4054,D15202,2019-08-24
4068,D15202,2019-08-26
4070,D1501 ,2019-07-02
4071,D1501 ,2019-07-09
4072,D1501 ,2019-07-10
4075,D1501 ,2019-07-12
4076,D1501 ,2019-07-15
4077,D1501 ,2019-07-16
4078,D1501 ,2019-07-17
4079,D1501 ,2019-07-18
4080,D1501 ,2019-07-25
4081,D1501 ,2019-07-26
4082,D1501 ,2019-07-27
4083,D1501 ,2019-08-01
4086,D1501 ,2019-08-02
4088,D1501 ,2019-08-03
4090,D1501 ,2019-08-04
4092,D1501 ,2019-08-07
4096,D1501 ,2019-08-08
4098,D1501 ,2019-08-11
4100,D1501 ,2019-08-13
4101,D1501 ,2019-08-14
4102,D1501 ,2019-08-15
4107,D1501 ,2019-08-16
4109,D1501 ,2019-08-17
4110,D1501 ,2019-08-18
4112,D1501 ,2019-08-21
4113,D1501 ,2019-08-22
4114,D1501 ,2019-08-23
4115,D1501 ,2019-09-01
4116,D1501 ,2019-09-02
4118,D1501 ,2019-09-03
4120,D1501 ,2019-09-04
4122,D1501 ,2019-09-07
4125,D1501 ,2019-09-08
4127,D1501 ,2019-09-09
4129,D1501 ,2019-09-10
4131,D1501 ,2019-09-11
4132,D1501 ,2019-09-12
4133,D1501 ,2019-09-13
4135,D1501 ,2019-09-14
4136,D1501 ,2019-09-17
4138,D1501 ,2019-09-18
4140,D1501 ,2019-09-20
4141,D1501 ,2019-09-22
4142,D1501 ,2019-09-23
4144,D1501 ,2019-09-25
4145,D1501 ,2019-09-26
4146,D1501 ,2019-09-27
4148,D1501 ,2019-09-28
4150,D1501 ,2019-09-29
4151,D1501 ,2019-09-30
4153,D1501 ,2019-10-01
4155,D1501 ,2019-10-02
4156,D1501 ,2019-10-03
4158,D1501 ,2019-10-06
4159,D1501 ,2019-10-07
4160,D1501 ,2019-10-09
4164,D1501 ,2019-10-10
4167,D1501 ,2019-10-11
4168,D1501 ,2019-10-12
4172,D1501 ,2019-10-15
4173,D1501 ,2019-10-16
4174,D1501 ,2019-10-18
4175,D1501 ,2019-10-19
4176,D1501 ,2019-10-21
4177,D1501 ,2019-10-24
4180,D1501 ,2019-10-25
4181,D1501 ,2019-10-26
4182,D1501 ,2019-10-27
4183,D1501 ,2019-10-28
4185,D1501 ,2019-10-29
4186,D1501 ,2019-10-30
4187,D1501 ,2019-11-04
4188,D1501 ,2019-11-05
4189,D1501 ,2019-11-10
4193,D1501 ,2019-11-11
4194,D1501 ,2019-11-13
4195,D1501 ,2019-11-15
4196,D1501 ,2019-11-18
4197,D1501 ,2019-11-19
4198,D1501 ,2019-11-20
4200,D1501 ,2019-11-21
4201,D1501 ,2019-11-22
4203,D1501 ,2019-11-24
4204,D1501 ,2019-11-25
4205,D1501 ,2019-11-26
4206,D1501 ,2019-11-29
4208,D1501 ,2019-12-03
4209,D1501 ,2019-12-04
4211,D1501 ,2019-12-09
4212,D1501 ,2019-12-10
4214,D1501 ,2019-12-12
4215,D1501 ,2019-12-13
4217,D1501 ,2019-12-14
4219,D1501 ,2019-12-15
4221,D1501 ,2019-12-18
4223,D1501 ,2019-12-19
4224,D1501 ,2019-12-20
4225,D1501 ,2019-12-21
4226,D1501 ,2019-12-23
4227,D1501 ,2019-12-24
4228,D1501 ,2019-12-25
4230,D1501 ,2019-12-28
4231,D1501 ,2019-12-29
4232,D1501 ,2019-07-03
4235,D1501 ,2019-07-11
4242,D1501 ,2019-07-20
4243,D1501 ,2019-07-24
4245,D1501 ,2019-07-28
4259,D1501 ,2019-08-09
4260,D1501 ,2019-08-10
4269,D1501 ,2019-08-19
4272,D1501 ,2019-08-24
4274,D1501 ,2019-08-30
4275,D1501 ,2019-08-31
4282,D1501 ,2019-09-05
4283,D1501 ,2019-09-06
4294,D1501 ,2019-09-16
4296,D1501 ,2019-09-19
4300,D1501 ,2019-09-24
4312,D1501 ,2019-10-04
4313,D1501 ,2019-10-08
4319,D1501 ,2019-10-14
4327,D1501 ,2019-10-20
4329,D1501 ,2019-10-23
4339,D1501 ,2019-11-06
4341,D1501 ,2019-11-07
4342,D1501 ,2019-11-09
4344,D1501 ,2019-11-12
4351,D1501 ,2019-11-23
4357,D1501 ,2019-11-28
4360,D1501 ,2019-11-30
4361,D1501 ,2019-11-27
4366,D1501 ,2019-12-05
4373,D1501 ,2019-12-22
4378,D1501 ,2019-12-26
4381,D1501 ,2019-12-30
4384,D1501 ,2019-07-01
4396,D1501 ,2019-07-19
4404,D1501 ,2019-07-29
4407,D1501 ,2019-07-30
4454,D1501 ,2019-09-15
4485,D1501 ,2019-10-13
4488,D1501 ,2019-10-17
4499,D1501 ,2019-10-22
4508,D1501 ,2019-10-31
4515,D1501 ,2019-11-16
4534,D1501 ,2019-12-11
4540,D1501 ,2019-12-16
4541,D1501 ,2019-12-17
4554,D1501 ,2019-12-27
4573,D1501 ,2019-08-05
4615,D1501 ,2019-09-21
4667,D1501 ,2019-12-02
4669,D1501 ,2019-12-08
4688,D1501 ,2019-07-23
4697,D1501 ,2019-07-31
4708,D1501 ,2019-08-12
4845,D1501 ,2019-07-22
4954,D1501 ,2019-11-01
5021,D1501 ,2019-08-06
5039,D1501 ,2019-08-20
5043,D1501 ,2019-08-29
5137,D1501 ,2019-11-14
5156,D1501 ,2019-12-06
5174,D1501 ,2019-12-31
5177,D1501 ,2019-07-14
5622,D1501 ,2019-07-04
5681,D1501 ,2019-10-05
5725,D1501 ,2019-12-01
7799,D1502 ,2019-10-27
7800,D1502 ,2019-10-20
7801,D1502 ,2019-09-19
7802,D1502 ,2019-09-18
7804,D1502 ,2019-09-23
7807,D1502 ,2019-09-24
7809,D1502 ,2019-09-27
7810,D1502 ,2019-10-02
7811,D1502 ,2019-09-26
7812,D1502 ,2019-10-03
7813,D1502 ,2019-10-08
7814,D1502 ,2019-10-11
7815,D1502 ,2019-10-14
7816,D1502 ,2019-12-06
7817,D1502 ,2019-12-08
7819,D1502 ,2019-12-09
7820,D1502 ,2019-12-10
7822,D1502 ,2019-12-04
7823,D1502 ,2019-11-29
7825,D1502 ,2019-11-30
7827,D1502 ,2019-12-01
7828,D1502 ,2019-12-03
7829,D1502 ,2019-11-19
7830,D1502 ,2019-11-20
7831,D1502 ,2019-11-21
7833,D1502 ,2019-11-05
7838,D1502 ,2019-11-06
7841,D1502 ,2019-11-09
7842,D1502 ,2019-11-11
7843,D1502 ,2019-11-14
7844,D1502 ,2019-11-15
7845,D1502 ,2019-11-17
7846,D1502 ,2019-11-18
7848,D1502 ,2019-09-13
7850,D1502 ,2019-09-14
7852,D1502 ,2019-09-15
7856,D1502 ,2019-09-16
7858,D1502 ,2019-09-07
7859,D1502 ,2019-09-08
7860,D1502 ,2019-09-09
7861,D1502 ,2019-08-22
7862,D1502 ,2019-08-26
7863,D1502 ,2019-08-16
7864,D1502 ,2019-08-17
7865,D1502 ,2019-08-18
7868,D1502 ,2019-08-19
7869,D1502 ,2019-08-20
7871,D1502 ,2019-08-21
7873,D1502 ,2019-08-08
7874,D1502 ,2019-08-12
7875,D1502 ,2019-08-13
7879,D1502 ,2019-08-06
7881,D1502 ,2019-07-30
7882,D1502 ,2019-07-29
7885,D1502 ,2019-07-31
7887,D1502 ,2019-08-01
7889,D1502 ,2019-07-25
7890,D1502 ,2019-07-26
7892,D1502 ,2019-07-23
7893,D1502 ,2019-07-18
7894,D1502 ,2019-07-19
7895,D1502 ,2019-07-21
7896,D1502 ,2019-07-12
7898,D1502 ,2019-07-13
7899,D1502 ,2019-07-15
7900,D1502 ,2019-07-17
7901,D1502 ,2019-07-04
7903,D1502 ,2019-07-05
7905,D1502 ,2019-07-06
7907,D1502 ,2019-07-07
7909,D1502 ,2019-12-16
7910,D1502 ,2019-12-17
7911,D1502 ,2019-12-18
7913,D1502 ,2019-12-24
7914,D1502 ,2019-12-27
7918,D1502 ,2019-12-28
7919,D1502 ,2019-12-29
7921,D1502 ,2019-12-30
7923,D1502 ,2019-12-31
7924,D1502 ,2019-12-13
7930,D1502 ,2019-12-19
7931,D1502 ,2019-12-21
7932,D1502 ,2019-12-07
7937,D1502 ,2019-12-22
7938,D1502 ,2019-12-26
7951,D1502 ,2019-12-02
7959,D1502 ,2019-11-22
7961,D1502 ,2019-11-23
7962,D1502 ,2019-11-25
7963,D1502 ,2019-11-04
7969,D1502 ,2019-11-07
7971,D1502 ,2019-11-08
7975,D1502 ,2019-11-10
7977,D1502 ,2019-11-13
7980,D1502 ,2019-11-16
7986,D1502 ,2019-10-21
7987,D1502 ,2019-10-15
7988,D1502 ,2019-10-16
7989,D1502 ,2019-10-18
7990,D1502 ,2019-10-09
7992,D1502 ,2019-10-05
7993,D1502 ,2019-10-07
7994,D1502 ,2019-10-04
8002,D1502 ,2019-09-28
8003,D1502 ,2019-09-29
8004,D1502 ,2019-08-29
8005,D1502 ,2019-09-04
8007,D1502 ,2019-09-05
8008,D1502 ,2019-09-06
8018,D1502 ,2019-08-23
8028,D1502 ,2019-08-10
8031,D1502 ,2019-08-07
8040,D1502 ,2019-07-11
8046,D1502 ,2019-07-14
8051,D1502 ,2019-07-10
8052,D1502 ,2019-07-09
8053,D1502 ,2019-07-03
8058,D1502 ,2019-07-08
8059,D1502 ,2019-07-01
8062,D1502 ,2019-10-19
8064,D1502 ,2019-10-22
8068,D1502 ,2019-10-17
8077,D1502 ,2019-09-25
8079,D1502 ,2019-12-05
8097,D1502 ,2019-11-24
8098,D1502 ,2019-11-26
8099,D1502 ,2019-11-27
8111,D1502 ,2019-11-12
8114,D1502 ,2019-09-12
8118,D1502 ,2019-09-17
8119,D1502 ,2019-09-20
8120,D1502 ,2019-09-02
8142,D1502 ,2019-08-24
8146,D1502 ,2019-07-27
8148,D1502 ,2019-07-22
8149,D1502 ,2019-07-24
8153,D1502 ,2019-07-20
8248,D1502 ,2019-10-26
8252,D1502 ,2019-10-13
8253,D1502 ,2019-10-10
8257,D1502 ,2019-10-12
8271,D1502 ,2019-09-03
8280,D1502 ,2019-08-27
8304,D1502 ,2019-07-16
8315,D1502 ,2019-07-02
8328,D1502 ,2019-09-10
8339,D1502 ,2019-10-01
8394,D1502 ,2019-08-09
8395,D1502 ,2019-08-05
8428,D1502 ,2019-12-11
8454,D1502 ,2019-10-28
8470,D1502 ,2019-12-20
8527,D1502 ,2019-08-30
8559,D1502 ,2019-12-23
8707,D1502 ,2019-10-06
8786,D1502 ,2019-07-28
8862,D1502 ,2019-11-28
8997,D1502 ,2019-10-23
9027,D1502 ,2019-08-14
9268,D1502 ,2019-08-25
9411,D1502 ,2019-12-14
9531,D1502 ,2019-12-12
9542,D1502 ,2019-10-25
10875,D1503 ,2019-07-06
10876,D1503 ,2019-12-26
10877,D1503 ,2019-07-14
10878,D1503 ,2019-07-16
10879,D1503 ,2019-07-18
10880,D1503 ,2019-07-19
10881,D1503 ,2019-07-21
10882,D1503 ,2019-07-23
10883,D1503 ,2019-07-24
10886,D1503 ,2019-07-30
10887,D1503 ,2019-07-31
10888,D1503 ,2019-08-01
10892,D1503 ,2019-08-03
10895,D1503 ,2019-08-04
10896,D1503 ,2019-08-05
10897,D1503 ,2019-07-28
10899,D1503 ,2019-08-06
10900,D1503 ,2019-08-07
10901,D1503 ,2019-08-08
10902,D1503 ,2019-08-09
10903,D1503 ,2019-08-12
10904,D1503 ,2019-08-15
10905,D1503 ,2019-08-16
10907,D1503 ,2019-08-17
10908,D1503 ,2019-08-18
10909,D1503 ,2019-08-19
10911,D1503 ,2019-08-13
10913,D1503 ,2019-08-14
10914,D1503 ,2019-08-23
10915,D1503 ,2019-08-28
10916,D1503 ,2019-09-03
10917,D1503 ,2019-09-05
10919,D1503 ,2019-09-06
10921,D1503 ,2019-09-08
10923,D1503 ,2019-09-17
10925,D1503 ,2019-09-18
10927,D1503 ,2019-09-19
10930,D1503 ,2019-09-10
10931,D1503 ,2019-09-11
10934,D1503 ,2019-09-12
10935,D1503 ,2019-09-13
10937,D1503 ,2019-11-13
10938,D1503 ,2019-11-17
10940,D1503 ,2019-11-12
10941,D1503 ,2019-11-21
10943,D1503 ,2019-11-22
10944,D1503 ,2019-11-23
10945,D1503 ,2019-11-24
10946,D1503 ,2019-11-26
10947,D1503 ,2019-11-27
10948,D1503 ,2019-12-04
10950,D1503 ,2019-12-05
10951,D1503 ,2019-12-08
10952,D1503 ,2019-12-09
10953,D1503 ,2019-12-10
10954,D1503 ,2019-12-12
10959,D1503 ,2019-09-26
10960,D1503 ,2019-09-28
10961,D1503 ,2019-09-29
10962,D1503 ,2019-09-24
10963,D1503 ,2019-10-01
10965,D1503 ,2019-10-02
10968,D1503 ,2019-10-04
10971,D1503 ,2019-10-05
10972,D1503 ,2019-10-06
10975,D1503 ,2019-10-07
10976,D1503 ,2019-10-09
10978,D1503 ,2019-10-10
10979,D1503 ,2019-10-17
10981,D1503 ,2019-11-01
10982,D1503 ,2019-11-02
10983,D1503 ,2019-11-03
10985,D1503 ,2019-11-04
10988,D1503 ,2019-11-05
10989,D1503 ,2019-11-07
10990,D1503 ,2019-11-08
10991,D1503 ,2019-10-21
10993,D1503 ,2019-10-22
10997,D1503 ,2019-10-24
10998,D1503 ,2019-10-25
11000,D1503 ,2019-10-26
11002,D1503 ,2019-10-27
11004,D1503 ,2019-10-28
11005,D1503 ,2019-10-29
11008,D1503 ,2019-10-31
11009,D1503 ,2019-07-02
11010,D1503 ,2019-12-31
11013,D1503 ,2019-12-27
11016,D1503 ,2019-07-20
11017,D1503 ,2019-07-22
11021,D1503 ,2019-07-25
11023,D1503 ,2019-08-02
11027,D1503 ,2019-07-29
11035,D1503 ,2019-08-10
11036,D1503 ,2019-08-26
11038,D1503 ,2019-08-27
11053,D1503 ,2019-09-20
11056,D1503 ,2019-09-16
11068,D1503 ,2019-08-29
11069,D1503 ,2019-08-30
11077,D1503 ,2019-09-15
11078,D1503 ,2019-11-14
11079,D1503 ,2019-11-15
11080,D1503 ,2019-11-18
11087,D1503 ,2019-12-03
11089,D1503 ,2019-12-11
11102,D1503 ,2019-09-30
11103,D1503 ,2019-09-22
11107,D1503 ,2019-10-18
11108,D1503 ,2019-10-13
11111,D1503 ,2019-10-14
11113,D1503 ,2019-10-03
11130,D1503 ,2019-11-06
11133,D1503 ,2019-10-20
11137,D1503 ,2019-10-23
11149,D1503 ,2019-10-30
11153,D1503 ,2019-07-09
11154,D1503 ,2019-07-13
11158,D1503 ,2019-07-17
11165,D1503 ,2019-07-26
11180,D1503 ,2019-08-11
11183,D1503 ,2019-08-20
11190,D1503 ,2019-08-24
11195,D1503 ,2019-09-07
11200,D1503 ,2019-09-09
11201,D1503 ,2019-09-01
11205,D1503 ,2019-09-21
11214,D1503 ,2019-09-14
11220,D1503 ,2019-09-27
11222,D1503 ,2019-09-25
11224,D1503 ,2019-09-23
11234,D1503 ,2019-10-08
11266,D1503 ,2019-11-09
11291,D1503 ,2019-07-05
11293,D1503 ,2019-07-03
11320,D1503 ,2019-08-21
11322,D1503 ,2019-08-22
11332,D1503 ,2019-09-04
11343,D1503 ,2019-08-31
11345,D1503 ,2019-09-02
11374,D1503 ,2019-11-16
11432,D1503 ,2019-10-12
11438,D1503 ,2019-12-30
11447,D1503 ,2019-07-08
11448,D1503 ,2019-07-10
11516,D1503 ,2019-11-20
11517,D1503 ,2019-11-11
11519,D1503 ,2019-12-01
11548,D1503 ,2019-10-16
11661,D1503 ,2019-11-25
11662,D1503 ,2019-11-28
11663,D1503 ,2019-12-02
11705,D1503 ,2019-10-15
11709,D1503 ,2019-07-01
11812,D1503 ,2019-11-29
11813,D1503 ,2019-11-30
11865,D1503 ,2019-07-04
11867,D1503 ,2019-12-23
11868,D1503 ,2019-12-21
11875,D1503 ,2019-07-12
11997,D1503 ,2019-12-22
12001,D1503 ,2019-07-15
12065,D1503 ,2019-11-19
12191,D1503 ,2019-08-25
12536,D1503 ,2019-10-11
12809,D1503 ,2019-10-19
12971,D1503 ,2019-12-24
13541,D1503 ,2019-12-20
14264,D1505 ,2019-10-07
14265,D1505 ,2019-10-08
14267,D1505 ,2019-10-09
14269,D1505 ,2019-10-10
14270,D1505 ,2019-10-11
14272,D1505 ,2019-10-16
14273,D1505 ,2019-10-17
14275,D1505 ,2019-10-18
14276,D1505 ,2019-10-20
14282,D1505 ,2019-10-06
14283,D1505 ,2019-09-19
14284,D1505 ,2019-09-21
14287,D1505 ,2019-09-23
14288,D1505 ,2019-09-25
14289,D1505 ,2019-09-27
14290,D1505 ,2019-09-26
14294,D1505 ,2019-09-28
14297,D1505 ,2019-09-29
14298,D1505 ,2019-09-30
14300,D1505 ,2019-12-01
14302,D1505 ,2019-12-02
14303,D1505 ,2019-12-08
14305,D1505 ,2019-11-22
14306,D1505 ,2019-11-24
14308,D1505 ,2019-11-20
14309,D1505 ,2019-11-15
14310,D1505 ,2019-10-31
14312,D1505 ,2019-11-03
14313,D1505 ,2019-11-05
14316,D1505 ,2019-11-06
14317,D1505 ,2019-11-07
14322,D1505 ,2019-11-09
